-2.81583,2.07993,0.36794,2.26617
-2.81583,2.07993,0.36794,2.26617
-2.77873,2.05252,0.419799,2.31614
0.107082,1.35573,-0.0118681,12.0647
0.116532,1.47536,0.0110703,10.585
0.261343,3.30876,0.078632,2.53317
0.110148,1.39454,0.0558357,11.542
0.125785,1.59252,0.0897127,9.3423
0.211256,2.67464,0.194335,3.75901
0.250981,3.17758,0.282872,2.71621
0.238057,3.01396,0.317767,2.99209
0.232149,2.93916,0.358277,3.12587
0.233222,2.95273,0.408744,3.08677
-0.12517,2.61358,-1.46749,3.06748
-0.144814,3.02375,-1.63388,2.36775
-0.145213,3.03207,-1.5754,2.39419
-0.102747,2.14538,-1.07087,4.63306
-0.0418572,0.873985,-0.418687,19.2342
-0.024784,0.517494,-0.237668,32.2096
-0.0197092,0.411531,-0.180979,37.1955
-0.0163186,0.340735,-0.143296,40.5604
-0.0165322,0.345194,-0.132165,40.5604
-0.0202287,0.422378,-0.153909,37.1955
-0.0212496,0.443694,-0.153571,36.3496
-0.022275,0.465106,-0.15258,35.5071
-0.0228473,0.477056,-0.147973,35.0877
-0.0238774,0.498564,-0.145822,34.2541
-0.0249099,0.520122,-0.143011,33.4287
-0.0264074,0.55139,-0.142029,32.2096
-0.0279095,0.582754,-0.140067,31.0174
-0.0280144,0.584945,-0.130594,31.0174
-0.0319624,0.66738,-0.12642,27.9943
-0.0344133,0.718555,-0.124074,26.2339
-0.035923,0.750078,-0.117018,25.2281
-0.0393256,0.821125,-0.114489,23.0295
-0.0436825,0.912097,-0.11212,20.5012
-0.0456664,0.953522,-0.101537,19.4801
-0.0490743,1.02468,-0.0923285,17.8347
-0.0543873,1.13562,-0.083775,15.5796
-0.0587435,1.22657,-0.0704976,13.998
-0.0659599,1.37725,-0.056757,11.7995
-0.0746034,1.55773,-0.0388919,9.73308
-0.0899312,1.87778,-0.0164059,7.13421
-0.119591,2.49707,0.0186999,4.30108
-0.136777,2.85592,0.0677372,3.35451
-0.143398,2.99418,0.119648,3.06748
-0.153317,3.20128,0.179986,2.70023
-0.15602,3.25772,0.236236,2.60716
-0.158199,3.30322,0.29348,2.53317
-0.158902,3.3179,0.349125,2.50444
-0.162885,3.40105,0.413767,2.38092
-0.145009,3.0278,0.418313,2.95541
-0.492227,2.79156,-1.58979,2.63765
-0.459961,2.60857,-1.42965,3.04838
-0.476254,2.70097,-1.42339,2.90162
-0.212903,1.20743,-0.611291,11.9311
-0.123745,0.701792,-0.340992,24.2604
-0.0836515,0.474411,-0.220989,33.8403
-0.0763132,0.432793,-0.193045,35.9278
-0.0608367,0.345022,-0.147169,40.1452
-0.0676895,0.383886,-0.156363,38.4651
-0.0632549,0.358736,-0.139309,39.7276
-0.0685339,0.388675,-0.143648,38.4651
-0.0738526,0.418839,-0.147036,37.1955
-0.0825075,0.467923,-0.155694,35.0877
-0.0862522,0.48916,-0.153892,34.2541
-0.0866739,0.491552,-0.145822,34.2541
-0.0920963,0.522304,-0.145659,33.0196
-0.0908124,0.515023,-0.134553,33.4287
-0.0979332,0.555406,-0.135398,31.809
-0.101691,0.576718,-0.130594,31.0174
-0.107147,0.607663,-0.127141,29.8556
-0.116022,0.657995,-0.12642,27.9943
-0.123208,0.698745,-0.122374,26.5777
-0.13383,0.75899,-0.120098,24.5787
-0.13931,0.790069,-0.11173,23.6365
-0.149948,0.850396,-0.106026,21.8653
-0.15886,0.900941,-0.0973067,20.5012
-0.181597,1.02989,-0.0941213,17.3958
-0.19396,1.1,-0.0823053,15.9618
-0.213236,1.20932,-0.0704976,13.998
-0.248107,1.40708,-0.0588134,11.1699
-0.274279,1.55551,-0.0393906,9.53493
-0.355965,2.01878,-0.0178894,6.1393
-0.458418,2.59982,0.0197471,3.89156
-0.508646,2.88468,0.0693951,3.20629
-0.522265,2.96191,0.120047,3.04838
-0.537463,3.0481,0.173818,2.88401
-0.535171,3.0351,0.223233,2.90162
-0.553499,3.13905,0.282872,2.71621
-0.59235,3.35939,0.358533,2.38092
-0.575749,3.26524,0.402911,2.50444
-0.536696,3.04375,0.426515,2.84925
-0.869428,2.79862,-1.64359,2.47619
-0.918988,2.95815,-1.67188,2.26617
-0.787343,2.5344,-1.37732,3.08677
-0.544286,1.75202,-0.914706,6.1393
-0.243531,0.783907,-0.392789,20.7661
-0.151007,0.486082,-0.233498,32.6132
-0.122231,0.393454,-0.180979,37.1955
-0.109409,0.352181,-0.154914,39.3082
-0.0936188,0.301352,-0.12658,41.7879
-0.110841,0.35679,-0.142882,39.3082
-0.119877,0.385876,-0.147069,38.0422
-0.126176,0.406153,-0.147036,37.1955
-0.140963,0.45375,-0.155694,35.0877
-0.150195,0.483466,-0.156852,33.8403
-0.148081,0.476663,-0.145822,34.2541
-0.151624,0.488066,-0.140362,33.8403
-0.160898,0.51792,-0.139537,32.6132
-0.167318,0.538583,-0.135398,31.809
-0.176634,0.568571,-0.13277,30.6266
-0.188872,0.607964,-0.131177,29.0994
-0.198223,0.638064,-0.12642,27.9943
-0.210499,0.67758,-0.122374,26.5777
-0.225716,0.726565,-0.118558,24.9013
-0.240949,0.775596,-0.11311,23.3309
-0.259129,0.834117,-0.107245,21.5845
-0.301391,0.970156,-0.0914322,18.0591
-0.325461,1.04764,-0.0808356,16.3559
-0.36135,1.16316,-0.0699244,14.1632
-0.423888,1.36446,-0.0588134,11.1699
-0.504192,1.62296,-0.0423822,8.45595
-0.608163,1.95763,-0.0178894,6.1393
-0.706069,2.27278,0.0178023,4.7039
-0.753346,2.42496,0.0601582,4.17791
-0.758886,2.4428,0.1021,4.11824
-0.859007,2.76508,0.162604,3.26862
-0.884743,2.84792,0.216008,3.08677
-0.892454,2.87274,0.266961,3.02944
-0.882202,2.83974,0.31254,3.08677
-0.851132,2.73973,0.348626,3.28978
-0.822894,2.64884,0.38277,3.48967
-1.12194,2.46003,-1.51641,2.88401
-0.949409,2.08173,-1.23491,4.00256
-0.57931,1.27023,-0.696069,9.73308
-0.291957,0.640164,-0.336676,24.5787
-0.203665,0.446569,-0.225159,33.4287
-0.163362,0.358198,-0.172936,38.0422
-0.149201,0.327148,-0.151041,39.7276
-0.173304,0.379998,-0.167532,37.1955
-0.162781,0.356924,-0.150026,38.4651
-0.163768,0.359089,-0.143648,38.4651
-0.188243,0.412754,-0.156838,35.9278
-0.193216,0.423659,-0.15258,35.5071
-0.202144,0.443235,-0.150933,34.67
-0.203133,0.445402,-0.143018,34.67
-0.216072,0.473773,-0.143011,33.4287
-0.221024,0.484631,-0.137045,33.0196
-0.234021,0.513129,-0.135398,31.809
-0.247051,0.541699,-0.13277,30.6266
-0.260103,0.570319,-0.129159,29.4756
-0.281324,0.616848,-0.128279,27.6339
-0.290328,0.636591,-0.120674,26.9256
-0.328001,0.719196,-0.123177,23.9464
-0.337006,0.738941,-0.11311,23.3309
-0.374789,0.821787,-0.110901,20.7661
-0.400243,0.877599,-0.102595,19.2342
-0.442208,0.969614,-0.0959141,16.9703
-0.496593,1.08886,-0.0881842,14.5012
-0.538547,1.18085,-0.0745096,12.9099
-0.630189,1.38179,-0.0625149,10.1468
-0.696898,1.52806,-0.0418836,8.62354
-0.800822,1.75593,-0.0168422,6.81912
-0.887967,1.94701,0.0160071,5.69131
-0.900188,1.97381,0.051395,5.55239
-0.895577,1.9637,0.0861465,5.59815
-0.894881,1.96217,0.121112,5.59815
-0.927058,2.03273,0.161826,5.24663
-1.11184,2.4379,0.237789,3.75901
-1.25041,2.74173,0.316721,3.01068
-1.11218,2.43864,0.325706,3.73329
-1.10985,2.43352,0.3691,3.73329
-1.42374,2.29858,-1.51641,2.88401
-1.40869,2.27428,-1.4439,2.99209
-0.813239,1.31294,-0.801518,8.13415
-0.640898,1.0347,-0.606829,12.0647
-0.346746,0.559806,-0.315094,26.2339
-0.239308,0.386352,-0.20848,35.0877
-0.202486,0.326906,-0.168914,38.4651
-0.194192,0.313514,-0.154914,39.3082
-0.205262,0.331388,-0.156363,38.4651
-0.172142,0.277915,-0.125021,41.3822
-0.222668,0.359487,-0.153909,37.1955
-0.233905,0.37763,-0.153571,36.3496
-0.255201,0.412011,-0.158808,34.67
-0.256522,0.414144,-0.150933,34.67
-0.27294,0.44065,-0.151431,33.4287
-0.269119,0.434481,-0.140362,33.8403
-0.29068,0.46929,-0.142029,32.2096
-0.296974,0.479452,-0.135398,31.809
-0.318648,0.514444,-0.134947,30.2393
-0.324915,0.524562,-0.127141,29.8556
-0.362175,0.584716,-0.130138,27.2777
-0.383994,0.619943,-0.125773,25.8944
-0.411032,0.663594,-0.121637,24.2604
-0.458955,0.740963,-0.121386,21.5845
-0.47561,0.767852,-0.110901,20.7661
-0.534092,0.862269,-0.107884,18.0591
-0.576898,0.931378,-0.0986033,16.3559
-0.630179,1.0174,-0.0881842,14.5012
-0.688677,1.11184,-0.0750828,12.7637
-0.804975,1.2996,-0.0629262,10.0411
-0.868575,1.40228,-0.0411357,8.88376
-1.01625,1.64069,-0.0168422,6.81912
-1.1321,1.82773,0.0160819,5.64446
-1.16866,1.88676,0.0525792,5.33147
-1.17858,1.90278,0.0893371,5.24663
-0.920053,1.48539,0.0981233,8.05639
-1.28148,2.0689,0.176274,4.49595
-1.55255,2.50653,0.261657,3.1457
-1.52393,2.46033,0.304178,3.24765
-1.38,2.22795,0.318468,3.89156
-1.07456,1.73483,0.281609,6.08708
-0.911787,1.12467,-0.812014,8.79582
-0.958748,1.18259,-0.821691,8.21297
-1.93961,2.39246,-1.59843,2.32888
-1.14409,1.41121,-0.905782,6.24568
-0.55103,0.679682,-0.418687,19.2342
-0.349165,0.430687,-0.254346,30.6266
-0.270994,0.334264,-0.189023,36.3496
-0.226438,0.279306,-0.151041,39.7276
-0.222105,0.273962,-0.141472,40.1452
-0.22352,0.275707,-0.135737,40.1452
-0.254465,0.313876,-0.147069,38.0422
-0.267836,0.33037,-0.147036,37.1955
-0.269302,0.332177,-0.140124,37.1955
-0.306789,0.378417,-0.150933,34.67
-0.332469,0.410093,-0.154235,33.0196
-0.340072,0.419471,-0.148308,32.6132
-0.34764,0.428806,-0.142029,32.2096
-0.379662,0.468304,-0.144736,30.2393
-0.387236,0.477646,-0.137124,29.8556
-0.40092,0.494526,-0.131177,29.0994
-0.445521,0.549539,-0.133856,26.5777
-0.471652,0.581772,-0.129172,25.2281
-0.516466,0.637049,-0.127796,23.0295
-0.52394,0.646267,-0.115868,22.7322
-0.581309,0.717031,-0.113338,20.2402
-0.619963,0.76471,-0.10471,18.7535
-0.6774,0.835557,-0.0968105,16.7623
-0.728544,0.898642,-0.0852448,15.209
-0.798478,0.984903,-0.0727902,13.3621
-0.906084,1.11763,-0.0592247,11.0494
-1.03878,1.28131,-0.0411357,8.88376
-1.19649,1.47585,-0.0165804,7.00574
